B,U[-S]U[-C]
S,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
S,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]f
S,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
S,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
S,F]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
S,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
S,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
S,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
S,-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
S,FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
S,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
S,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
S,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
S,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
S,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
S,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
S,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]
S,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]f
S,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF
S,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[
S,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
S,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
S,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
S,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
S,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
S,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
S,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
S,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
S,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
S,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
S,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
S,ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
S,FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
S,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
S,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]f
S,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
S,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
S,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
S,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
S,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
S,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
S,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
S,-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
S,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
S,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
S,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
S,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
S,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]f
S,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF
S,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[
S,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
S,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
S,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
S,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
S,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
S,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
S,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
S,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
S,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
S,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
S,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
S,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
S,ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
S,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
S,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]f
S,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
S,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
S,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
S,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
S,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
S,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
S,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
S,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
S,-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
S,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
S,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
S,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
S,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
S,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
S,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
S,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[
S,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
S,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
S,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
S,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
S,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF
S,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
S,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
S,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
S,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
S,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
S,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
S,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
S,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
S,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
S,ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
S,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]f
S,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
S,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
S,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
S,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
S,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
S,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
S,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
S,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
S,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
S,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
S,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
S,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
S,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[
S,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
S,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
S,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
S,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
S,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
S,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
S,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
S,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
S,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
S,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
S,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
S,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
S,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
S,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
S,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
S,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
S,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
S,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
S,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
S,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
S,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
S,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
S,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
S,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
S,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
S,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
S,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
S,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
S,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
S,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
S,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
S,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
S,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
S,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
S,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
S,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
S,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
S,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
S,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
S,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
S,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
S,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
S,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
S,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
S,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
S,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
S,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
S,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
S,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
S,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
S,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
S,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
S,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
S,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
S,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
S,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
S,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
S,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
S,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
S,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
S,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
S,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
S,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
S,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
S,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
S,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
S,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
S,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
S,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
S,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
S,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
S,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
S,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
S,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
S,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
S,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
S,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
S,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
S,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
S,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
S,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
S,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
S,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
S,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
S,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
S,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
S,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
S,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
S,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
S,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
S,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
S,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
S,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
S,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
S,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
S,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
S,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
S,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
S,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
S,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
S,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
S,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
S,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
S,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
S,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
S,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
S,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
S,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
S,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
S,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
S,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
S,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
S,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
S,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
S,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
S,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
S,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
S,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
S,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
S,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
S,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
S,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
S,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
S,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
S,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
S,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
S,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
S,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
S,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
S,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
S,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
S,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,F]fF[
C,fF[-F
C,[-FF]
C,-FF]f
C,FF]fF
C,]fF[-
C,[-FfF
C,fF[+F
C,F[+FF
C,[+FF]
C,-FfF[
C,F]fF]
C,]fF]/
C,]fF[+
C,+FF]f
C,FfF[-
C,FFF[-
C,F[-Ff
C,ffFFF
C,fFFFF
C,FFFF[
C,FF[-F
C,F[-FF
C,]ffFF
C,-FFFF
C,FFFFF
C,FFFF]
C,FFF]f
C,FF]ff
C,F]ffF
C,[-FFF
C,F]fF[-
C,FfF[-F
C,fF[-FF
C,[-FF]f
C,-FF]fF
C,FF]fF[
C,]fF[-F
C,[-FfF[
C,]fF[+F
C,fF[+FF
C,F[+FF]
C,[+FF]f
C,+FF]fF
C,FF]fF]
C,-FfF[-
C,F]fF[+
C,F]fF]/
C,F[-FF]
C,FF[-FF
C,ffFFFF
C,fFFFF[
C,FFFF[-
C,FFF[-F
C,F[-FFF
C,[-FFFF
C,-FFFFF
C,FF[-Ff
C,FFFFF]
C,FFFF]f
C,FFF]ff
C,FF]ffF
C,F[-FfF
C,F]ffFF
C,]ffFFF
C,FFFFFF
C,]fF[-FF
C,fF[-FF]
C,F[-FF]f
C,[-FF]fF
C,-FF]fF[
C,FF]fF[-
C,F]fF[-F
C,FF]fF[+
C,[-FfF[-
C,]fF[+FF
C,fF[+FF]
C,F[+FF]f
C,[+FF]fF
C,+FF]fF[
C,-FF]fF]
C,FfF[-FF
C,F]fF[+F
C,FF]fF]/
C,-FfF[-F
C,F[-FFFF
C,F[-FfF[
C,ffFFFF[
C,fFFFF[-
C,FFFF[-F
C,FFF[-FF
C,FF[-FFF
C,[-FFFFF
C,-FFFFFF
C,FFFFFFF
C,FF[-FfF
C,FFFFF]f
C,FFFF]ff
C,FFF]ffF
C,FF]ffFF
C,F]ffFFF
C,]ffFFFF
C,FFF[-Ff
C,FFFFFF]
C,F]fF[-FF
C,FF]fF[-F
C,-FF]fF[-
C,-FF]fF[+
C,F[-FF]fF
C,fF[-FF]f
C,]fF[-FF]
C,[-FF]fF[
C,FfF[-FF]
C,[-FfF[-F
C,F]fF[+FF
C,]fF[+FF]
C,fF[+FF]f
C,F[+FF]fF
C,-FF]fF]/
C,[+FF]fF[
C,+FF]fF[+
C,+FF]fF[-
C,-FfF[-FF
C,FF]fF[+F
C,[-FF]fF]
C,FF[-FFFF
C,F[-FFFFF
C,F[-FfF[-
C,ffFFFF[-
C,fFFFF[-F
C,FFFF[-FF
C,FFF[-FFF
C,[-FFFFFF
C,-FFFFFFF
C,FFFFFFFF
C,FFFFFFF]
C,FF[-FfF[
C,FFF[-FfF
C,FFFFFF]f
C,FFFF[-Ff
C,]ffFFFF[
C,F]ffFFFF
C,FFFFF]ff
C,FFF]ffFF
C,FFFF]ffF
C,FF]ffFFF
C,[-FF]fF[+
C,FfF[-FF]f
C,fF[-FF]fF
C,F[-FF]fF[
C,[-FF]fF[-
C,-FF]fF[-F
C,FF]fF[-FF
C,F]fF[-FF]
C,]fF[-FF]f
C,-FF]fF[+F
C,[-FfF[-FF
C,]fF[+FF]f
C,fF[+FF]fF
C,F[+FF]fF[
C,[+FF]fF[+
C,+FF]fF[+F
C,[+FF]fF[-
C,+FF]fF[-F
C,F[-FF]fF]
C,-FfF[-FF]
C,FF]fF[+FF
C,[-FF]fF]/
C,F]fF[+FF]
C,[-FFFFFFF
C,ffFFFF[-F
C,fFFFF[-FF
C,FFFF[-FFF
C,FFF[-FFFF
C,FF[-FFFFF
C,F[-FFFFFF
C,-FFFFFFFF
C,FFFFFFFFF
C,F[-FfF[-F
C,FFFFFFFF]
C,FF[-FfF[-
C,FFF[-FfF[
C,FFFFFFF]f
C,FFFF[-FfF
C,fFFFF[-Ff
C,]ffFFFF[-
C,F]ffFFFF[
C,FFFFFF]ff
C,FFF]ffFFF
C,FFFF]ffFF
C,FFFFF]ffF
C,FF]ffFFFF
C,-FF]fF[+FF
C,fF[-FF]fF[
C,F[-FF]fF[-
C,[-FF]fF[-F
C,-FF]fF[-FF
C,FF]fF[-FF]
C,F]fF[-FF]f
C,]fF[-FF]fF
C,F[-FF]fF[+
C,[-FF]fF[+F
C,FF]fF[+FF]
C,[-FfF[-FF]
C,]fF[+FF]fF
C,fF[+FF]fF[
C,F[+FF]fF[+
C,[+FF]fF[+F
C,+FF]fF[+FF
C,F[+FF]fF[-
C,[+FF]fF[-F
C,+FF]fF[-FF
C,fF[-FF]fF]
C,FfF[-FF]fF
C,F]fF[+FF]f
C,F[-FF]fF]/
C,-FfF[-FF]f
C,FFFFFFFF]f
C,F[-FfF[-FF
C,ffFFFF[-FF
C,fFFFF[-FFF
C,FFFF[-FFFF
C,FFF[-FFFFF
C,FF[-FFFFFF
C,F[-FFFFFFF
C,-FFFFFFFFF
C,FFFFFFFFF]
C,FFFFFFF]ff
C,FFFFFF]ffF
C,[-FFFFFFFF
